EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,Notes,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,Location,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001265,47,Male,Medical,Divorced,Development,Senior Developer,Travel_Frequently,16,4,3,64,4,NULL,2,3,1,Yes,19,3,India,20,3,4,19,10,2,7,0,3
E1001268,36,Male,Technical Degree,Divorced,Sales,Sales Executive,Non-Travel,8,4,1,84,3,"ACCOUNT TITLE  7 ( A) SBA GP 836416
5001 PYMT 2140.00 PRIN 1551.74 INT 
588.26 BAL 117306.17 SBA GP  667698
5000 PYMT 0.00 BALANCE 0.00 CLOSED 
10312020 AS REPORTED",2,4,4,No,13,4,India,12,3,3,7,7,0,7,0,3
E1001269,31,Male,Medical,Single,Development,Developer,Non-Travel,9,2,3,46,2,RULE 1.15 A ATTORNET TRUST ACCOUNT,1,1,0,Yes,22,1,India,4,0,3,3,2,1,2,1,4
E1001270,33,Male,Life Sciences,Single,Sales,Manager,Non-Travel,17,3,4,38,3,HICKMAN OVERHEAD DOOR 8244,4,3,1,No,11,4,India,10,2,3,10,8,6,0,0,3
E1001272,29,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,10,3,4,92,2,IBA FR7130002061790000070535C81,1,1,6,Yes,20,3,India,3,5,3,0,0,0,0,1,4
E1001273,33,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,13,1,2,53,3,"APPL 9 R & R COATING APPL 1 JAMESTO
WN INC APPL 3 SHURE LN ELECTRICAL A
PPL 10",1,4,3,No,18,1,India,5,4,3,3,2,0,2,0,3
E1001274,45,Female,Medical,Divorced,Development,Developer,Travel_Rarely,1,4,4,91,3,NULL,1,4,3,No,14,4,India,8,2,3,5,3,0,2,0,3
E1001275,50,Male,Medical,Divorced,Development,Senior Developer,Travel_Rarely,1,2,4,66,3,NULL,4,4,9,No,22,3,India,32,1,2,5,4,1,3,0,4
E1001276,33,Female,Other,Married,Development,Developer,Travel_Frequently,1,4,3,84,4,NULL,2,2,1,Yes,13,1,India,6,2,3,6,5,1,2,0,3
E1001277,41,Male,Medical,Divorced,Development,Developer,Travel_Frequently,9,3,1,64,3,NULL,5,3,2,No,17,2,India,21,2,4,18,16,0,11,0,3
E1001280,45,Male,Life Sciences,Married,Development,Developer,Non-Travel,23,2,4,42,3,NULL,2,1,1,Yes,15,3,India,9,2,3,9,8,0,8,0,3
E1001281,47,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,4,2,4,83,3,NULL,2,4,1,Yes,17,3,India,9,0,3,9,0,0,7,0,3
E1001282,30,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,22,3,1,48,3,NULL,1,3,4,Yes,11,2,India,7,2,3,5,2,0,1,1,3
E1001283,50,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,24,3,4,95,3,NULL,4,3,3,Yes,18,4,India,22,2,3,12,11,1,5,0,3
E1001284,38,Male,Medical,Married,Research & Development,Senior Manager R&D,Travel_Frequently,10,1,3,66,3,NULL,1,3,0,No,17,2,India,3,0,2,2,1,0,2,0,3
E1001288,35,Male,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,14,4,3,39,2,NULL,1,2,1,Yes,24,4,India,5,2,1,4,2,0,2,1,3
E1001289,31,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Frequently,1,1,3,96,3,NULL,2,1,1,No,12,3,India,4,1,3,4,3,0,3,0,3
E1001290,18,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,5,2,2,73,3,NULL,1,4,1,No,15,4,India,0,2,3,0,0,0,0,0,3
E1001291,54,Female,Technical Degree,Married,Research & Development,Senior Manager R&D,Travel_Rarely,17,3,3,56,3,ReasonJanuary Expenses,3,3,8,No,11,3,India,22,2,3,10,7,0,8,0,3
E1001292,35,Female,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,25,4,3,57,3,NULL,3,3,1,Yes,11,3,India,16,3,2,16,10,10,NULL,0,3
E1001293,30,Female,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,8,2,2,73,4,"APPLY FUNDS TO MICHAEL L AND JADA P
 RUPERT ACCOUNT681 681 9346859 1998",3,1,0,Yes,12,3,India,9,4,2,8,7,1,NULL,0,2
E1001296,26,Male,Medical,Married,Research & Development,Senior Manager R&D,Travel_Rarely,2,2,4,32,4,APPLY FUNDS TO 708 LOAN 0039656418,2,4,1,No,12,2,India,8,2,3,8,7,1,NULL,0,3
E1001297,22,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,8,1,2,94,1,NULL,1,1,1,No,15,1,India,4,3,2,4,3,1,NULL,0,2
E1001300,48,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,6,3,1,97,2,"The Neffs National Bank Trade  N010
2167758 744,314.17Trade N0233171236
 778,528.08",2,3,2,No,13,4,India,19,0,3,2,2,2,NULL,0,2
E1001302,48,Male,Life Sciences,Single,Research & Development,Senior Manager R&D,Travel_Rarely,4,4,3,78,2,NULL,3,3,7,No,14,2,India,27,3,3,15,11,4,NULL,0,3
E1001303,41,Female,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,7,2,4,42,3,NULL,2,3,6,No,14,2,India,8,6,3,2,2,2,NULL,0,3
E1001304,39,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,1,1,4,65,2,NULL,4,4,1,No,16,3,India,21,3,3,21,6,11,NULL,0,3
E1001305,27,Female,Life Sciences,Married,Research & Development,Senior Manager R&D,Travel_Rarely,2,4,1,47,3,NULL,2,4,0,No,18,2,India,4,2,3,3,2,2,NULL,0,2
E1001306,35,Male,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,10,3,2,45,3,NULL,1,4,1,No,20,1,India,3,4,2,3,2,1,NULL,0,2
E1001307,42,Male,Marketing,Married,Sales,Manager,Travel_Rarely,5,2,4,90,3,NULL,5,3,6,No,13,2,India,21,3,4,1,0,0,NULL,0,4
E1001308,50,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,9,3,1,64,3,NULL,1,4,4,No,18,2,India,8,5,3,1,0,0,NULL,0,3
E1001310,59,Female,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,2,3,3,69,2,NULL,4,4,3,Yes,13,1,India,30,4,3,5,3,4,NULL,0,3
E1001312,55,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Frequently,18,4,3,62,3,"DO NOT CONVERT AS ACCOUNT IS HELD I
N USD",2,2,3,Yes,14,4,India,17,3,3,8,7,6,NULL,0,3
E1001313,41,Female,Life Sciences,Divorced,Research & Development,Research Director,Non-Travel,7,1,2,55,1,NULL,5,3,1,No,22,2,India,21,3,3,21,16,5,NULL,0,2
E1001314,38,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3,4,2,42,3,NULL,2,4,8,Yes,12,3,India,19,1,3,1,0,0,NULL,0,3
E1001315,26,Male,Medical,Single,Sales,Sales Executive,Non-Travel,29,2,2,79,1,NULL,2,1,8,No,18,4,India,7,6,3,2,2,2,NULL,1,2
E1001316,52,Female,Marketing,Married,Sales,Manager,Travel_Rarely,2,1,1,57,1,NULL,5,4,1,No,15,4,India,33,3,3,32,14,6,9,1,2
E1001317,44,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,28,3,4,53,4,NULL,4,4,3,Yes,18,3,India,23,2,3,12,11,11,11,0,3
E1001318,50,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,1,3,4,95,3,NULL,2,3,0,No,12,1,India,19,3,3,18,7,0,13,0,3
E1001321,39,Female,Medical,Single,Research & Development,Manufacturing Director,Travel_Frequently,22,3,4,82,3,NULL,3,1,1,Yes,13,3,India,21,2,3,21,6,2,8,0,3
E1001322,33,Female,Life Sciences,Single,Sales,Sales Representative,Non-Travel,8,1,2,88,2,NULL,1,4,0,No,19,4,India,3,2,2,2,2,2,2,0,2
E1001323,45,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,11,2,4,90,3,NULL,4,4,3,No,13,2,India,26,4,4,9,3,1,1,0,3
E1001324,32,Female,Medical,Single,Research & Development,Senior Manager R&D,Non-Travel,29,4,4,69,3,NULL,1,3,9,No,12,2,India,10,2,3,8,7,7,7,0,3
E1001325,34,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,1,4,2,75,4,NULL,2,4,0,No,11,4,India,16,2,2,15,1,0,9,0,3
E1001326,59,Male,Technical Degree,Married,Sales,Manager,Travel_Rarely,1,2,2,66,3,"ATTN RECO OWENS  EFFECTIVE 020121 I
NT. 0.00 LESS SERV. FEE 0.00 PRIN. 
840.52 PRINCIPAL BALANCE 146,250.00",3,4,3,Yes,14,3,India,14,1,1,6,4,0,4,0,3
E1001327,45,Male,Medical,Single,Human Resources,Human Resources,Travel_Rarely,24,4,2,36,3,"ATTN RECO OWENS  EFFECTIVE 020121 I
NT. 1,876.41 LESS SERV. FEE 0.00 PR
IN. 3,083.49 PRINCIPAL BALANCE 332,
155.44",1,2,1,No,16,1,India,6,3,3,6,3,0,4,0,3
E1001330,36,Male,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,15,3,1,81,3,"ATTN KARLA AICHELE EFFECTIVE 020121
 INT 2,988.78 LESS SERV FEE 0.00 PR
IN 1,602.55 PRINCIPAL BALANCE 446,2
48.73",2,3,7,No,14,2,India,9,3,2,1,0,0,0,1,3
E1001331,26,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Frequently,2,3,1,57,3,"ATTN RECO OWENS  EFFECTIVE 020121 I
NT. 1,175.68 LESS SERV. FEE 0.00 PR
IN. 2,741.61 PRINCIPAL BALANCE 230,
477.77",1,1,6,Yes,14,2,India,6,2,3,3,2,1,2,1,2
E1001334,28,Male,Medical,Married,Sales,Sales Representative,Travel_Rarely,10,1,4,74,3,NULL,1,2,1,No,22,2,India,1,5,3,1,0,0,0,0,4
E1001338,38,Male,Other,Married,Research & Development,Senior Manager R&D,Travel_Frequently,3,4,3,44,3,PURPOSE OF WIRE ESTATE DISTRIBUTION,1,3,3,No,16,1,India,8,2,3,2,2,2,2,0,3
E1001339,50,Male,Medical,Married,Research & Development,Senior Manager R&D,Travel_Rarely,2,4,2,62,3,NULL,5,3,2,Yes,11,4,India,29,2,2,8,1,7,7,0,3
E1001340,37,Female,Other,Single,Research & Development,Healthcare Representative,Travel_Rarely,3,3,4,35,3,NULL,2,2,3,No,15,1,India,8,3,2,4,3,0,1,0,3
E1001344,40,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,26,3,3,74,3,PLEASE DO NOT CONVERT USD.,2,1,1,No,14,2,India,8,3,2,7,7,7,5,0,3
E1001346,26,Female,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,1,1,1,66,2,"PURPOSE FOR EMPLOYEE PAYROLL. PLEAS
E DO NOT CONVERT USD.",1,3,1,No,13,3,India,5,5,3,5,3,1,3,0,2
E1001348,54,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,2,4,3,41,2,"PURPOSE CARRY CASES 6948. PLEASE DO
 NOT CONVERT USD.",3,3,6,No,11,2,India,13,4,3,9,4,7,0,0,3
E1001349,56,Female,Medical,Married,Research & Development,Senior Manager R&D,Travel_Frequently,9,3,1,63,3,PLEASE DO NOT CONVERT TO USD,1,3,2,No,19,2,India,18,4,3,5,4,0,3,0,3
E1001351,36,Female,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,12,5,4,51,2,"PURPOSE  SHIPPING COSTS. PLEASE DO 
NOT CONVERT USD.",NULL,NULL,0,No,11,2,India,15,2,2,14,8,7,8,0,3
E1001352,55,Male,Medical,Single,Research & Development,Manager,Non-Travel,2,1,3,40,2,"PURPOSE LTC CONSULTING RENT. TRANSI
T 10852. PLEASE DO NOT CONVERT USD.",NULL,NULL,7,No,15,2,India,31,3,4,9,7,6,2,0,4
E1001354,43,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,25,3,3,79,2,NULL,NULL,NULL,5,No,13,3,India,18,5,3,1,0,0,0,0,3
E1001355,20,Female,Marketing,Single,Sales,Sales Representative,Travel_Frequently,9,3,4,54,3,NULL,NULL,NULL,1,Yes,14,2,India,2,3,3,2,2,0,2,1,3
E1001357,21,Female,Life Sciences,Single,Research & Development,Senior Manager R&D,Travel_Rarely,10,3,3,36,2,NULL,NULL,NULL,1,No,13,1,India,1,6,2,1,0,1,0,1,3
E1001358,46,Female,Life Sciences,Divorced,Research & Development,Senior Manager R&D,Travel_Rarely,8,4,4,74,2,NULL,NULL,NULL,8,Yes,23,1,India,19,2,3,16,13,1,7,0,4
E1001360,28,Male,Technical Degree,Single,Research & Development,Senior Manager R&D,Non-Travel,24,2,2,72,2,NULL,NULL,NULL,1,No,12,1,India,10,2,2,10,7,1,9,1,2
E1001361,26,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,2,1,59,2,NULL,NULL,NULL,1,No,16,1,India,6,2,3,5,3,1,3,0,2
E1001362,30,Male,Other,Married,Research & Development,Senior Manager R&D,Travel_Rarely,20,3,3,85,3,NULL,NULL,NULL,0,No,15,3,India,7,1,2,6,2,0,2,0,3
E1001366,38,Female,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,17,1,3,65,2,NULL,NULL,NULL,0,No,18,1,India,20,4,2,19,9,1,9,0,3
E1001370,40,Male,Technical Degree,Married,Research & Development,Senior Manager R&D,Travel_Rarely,20,4,1,61,3,NULL,NULL,NULL,4,No,20,4,India,14,6,3,11,10,11,1,0,2
E1001372,27,Male,Life Sciences,Married,Research & Development,Senior Manager R&D,Non-Travel,8,5,1,87,1,NULL,NULL,NULL,1,No,19,4,India,3,4,3,3,2,1,2,0,2
E1001374,55,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,2,1,4,65,3,NULL,NULL,NULL,3,No,18,2,India,23,4,3,3,2,1,2,0,3
E1001376,44,Male,Medical,Married,Human Resources,Human Resources,Travel_Rarely,1,2,2,91,2,NULL,NULL,NULL,9,No,14,4,India,24,1,3,20,6,3,6,1,2
E1001379,33,Female,Medical,Single,Research & Development,Research Scientist,Travel_Frequently,29,4,1,54,2,NULL,NULL,NULL,1,No,22,2,India,14,4,3,13,7,3,8,1,2
E1001381,34,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,3,1,1,45,3,NULL,NULL,NULL,0,No,17,3,India,7,1,2,6,2,0,4,0,3
E1001384,25,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,4,1,4,32,3,NULL,NULL,NULL,1,Yes,15,2,India,7,3,4,7,7,5,6,1,3
E1001385,26,Male,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,21,3,1,37,3,NULL,NULL,NULL,1,No,20,3,India,1,0,2,1,1,0,0,1,4
E1001387,42,Male,Medical,Married,Research & Development,Manager,Travel_Rarely,2,2,4,35,3,NULL,NULL,NULL,0,No,17,4,India,23,3,3,22,6,13,7,0,3
E1001389,28,Male,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,1,3,1,45,2,NULL,1,2,1,No,15,1,India,1,2,3,1,0,0,0,1,3
E1001391,50,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,1,4,4,81,3,NULL,2,3,3,Yes,14,4,India,5,4,3,0,0,0,0,1,3
E1001392,33,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,7,3,4,30,3,NULL,2,2,0,No,17,3,India,4,3,3,3,2,0,2,0,3
E1001393,34,Male,Life Sciences,Married,Research & Development,Research Scientist,Non-Travel,3,4,3,40,2,NULL,1,4,3,No,17,4,India,6,2,3,0,0,0,0,0,3
E1001394,48,Male,Medical,Single,Research & Development,Manager R&D,Non-Travel,1,4,1,35,4,NULL,4,4,2,No,22,3,India,27,3,2,5,4,2,1,0,2
E1001395,45,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,9,4,2,65,2,NULL,2,3,1,No,13,4,India,15,2,3,15,10,4,12,0,2
E1001396,52,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,7,4,2,87,3,NULL,3,2,7,No,19,4,India,18,4,3,8,6,4,0,0,2
E1001397,38,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,10,4,3,73,2,FOR TRAVEL EXPENSES,3,3,0,Yes,14,2,India,9,2,3,8,7,2,7,0,3
E1001398,29,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,28,4,3,93,3,NULL,1,4,4,No,22,1,India,11,1,3,7,5,1,7,0,4
E1001399,28,Female,Medical,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,3,3,4,93,3,Transfer of funds,3,2,0,No,17,2,India,10,3,2,9,7,1,7,0,3
E1001402,46,Male,Marketing,Married,Sales,Manager,Travel_Rarely,3,1,1,52,3,NULL,4,3,3,No,12,4,India,23,3,3,12,9,4,9,0,2
E1001403,38,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,2,2,4,32,3,NULL,3,2,7,No,16,3,India,10,2,3,1,0,0,0,0,3
E1001405,39,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Frequently,2,3,1,84,3,NULL,4,4,7,No,11,4,India,21,4,3,18,7,11,5,1,2
E1001406,40,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,14,3,3,44,2,NULL,5,3,1,No,14,1,India,21,2,4,20,7,4,9,0,3
E1001410,39,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,9,3,3,70,3,NULL,2,2,9,No,15,3,India,9,2,2,5,4,0,3,0,3
E1001411,36,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Non-Travel,18,4,1,78,3,NULL,2,4,2,No,20,1,India,18,0,3,11,9,0,9,0,3
E1001413,31,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Frequently,20,3,3,67,4,NULL,1,4,0,No,12,1,India,3,4,3,2,2,2,2,0,3
E1001414,28,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,2,1,1,67,2,NULL,1,2,0,No,17,1,India,6,2,1,5,3,0,4,0,3
E1001415,35,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Frequently,11,2,4,54,3,TJ20210201  DEPOSIT DOLL HANGERS,2,4,1,No,11,4,India,5,3,3,5,2,0,2,0,3
E1001416,49,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,8,4,4,56,2,NULL,4,2,6,No,17,2,India,22,3,3,9,8,2,3,0,3
E1001418,34,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,2,2,4,95,3,NULL,2,3,2,No,11,4,India,5,3,2,3,2,0,2,0,3
E1001421,29,Female,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,10,3,4,61,3,Consulting Fee,1,2,0,No,14,4,India,8,2,2,7,5,1,1,0,3
E1001426,42,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,29,3,2,56,1,Do Not Convert,2,4,4,No,19,1,India,16,3,3,1,0,0,0,0,3
E1001428,29,Male,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,8,1,2,79,2,2021020100374  Other 044525593,2,4,1,Yes,15,3,India,10,2,2,10,7,1,2,0,2
E1001432,28,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,6,3,3,39,2,2021020100293  Other 009969,1,3,1,Yes,14,4,India,3,2,3,3,1,0,2,0,3
E1001434,18,Male,Medical,Single,Research & Development,Laboratory Technician,Non-Travel,8,1,3,80,3,"2021020200035  Other phone 55 44 9 
103 6032 taxnational ID 083.803.957
00 name FANSITES SERVICOS LTDA ME00
36030501756",1,3,1,No,12,4,India,0,0,3,0,0,0,0,1,3
E1001435,33,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,9,4,1,77,3,"2021020200036  Other phone 55 11 98
9988867 taxnational ID 13.784.98600
0180 name CANOA DIGITAL PARTICIPACO
ES LTDA3392379800000",2,1,0,Yes,17,1,India,6,3,3,5,2,0,3,1,3
E1001436,41,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,12,4,2,46,3,2021020200037  Other 00352075,1,4,3,Yes,11,1,India,6,4,3,1,0,0,0,0,3
E1001438,31,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,15,3,3,72,3,"2021020200038  Other phone 55 11 95
4509858 taxnational ID 61.533.94900
0141 name Rodrigo Pecoschi172980920
0910",1,3,1,No,12,3,India,2,5,2,2,2,2,2,1,3
E1001439,37,Female,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,25,2,3,52,2,2021020200366  Other 00062,2,4,7,No,13,3,India,9,2,3,6,2,1,3,0,3
E1001440,27,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,6,3,4,55,2,"2021020200441  Other phone 55 (48) 
999259767 taxnational ID 036.238.76
9923392379800000",1,3,1,No,13,3,India,4,0,3,4,2,2,2,0,3
E1001441,34,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,9,1,2,70,3,2021020200440  Other 044525985,2,3,1,No,20,1,India,6,3,2,6,5,1,3,0,2
E1001442,35,Male,Technical Degree,Single,Human Resources,Human Resources,Travel_Rarely,8,4,3,100,3,"2021020200390  Other phone 55 31 32
635478 taxnational ID 17.247.933000
180 name ANTONIO FONTES339237980000
0",1,3,1,No,17,2,India,6,2,1,5,4,1,4,0,2
E1001443,29,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,23,1,4,45,2,2021020200445  Other 044525974,3,1,1,No,13,1,India,11,3,1,11,8,3,10,1,2
E1001444,40,Female,Medical,Single,Research & Development,Research Director,Travel_Frequently,9,4,2,88,3,"2021020200389  Other phone 55 61 34
351903 taxnational ID 37.546.640000
101 name DEYVID LEAO3392379800000",3,3,9,No,17,3,India,20,3,2,18,7,2,13,0,2
E1001445,42,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,12,3,3,44,3,2021020200446  Other KKBK0008067,4,1,0,Yes,12,2,India,22,2,2,21,9,13,14,1,3
E1001449,42,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,4,4,2,45,3,"2021020200444  Other phone  55 48 9
99177654 taxnational ID 29.985.7920
00182 name Daniel Leite339237980000
0",2,1,7,No,13,4,India,9,3,4,6,4,1,5,0,4
E1001451,24,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,24,3,4,49,3,2021020200365  Other 044525974,1,2,8,No,22,4,India,6,2,3,4,3,1,2,0,4
E1001453,28,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,12,1,3,79,3,"2021020200442  Other phone 55 48 99
9003128 taxnational ID 33.533.75600
0155 name Wellington Adam3392379800
000",1,4,1,Yes,11,4,India,1,4,2,1,1,0,0,1,3
E1001455,26,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,3,4,1,82,4,2021020200362  Other 044525974,1,4,1,No,22,2,India,8,2,3,8,7,0,7,0,3
E1001457,30,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,10,3,3,72,2,2021020200448  Other 000302949,2,3,1,No,18,1,India,10,3,3,10,3,1,4,0,3
E1001458,40,Female,Medical,Married,Research & Development,Research Scientist,Travel_Frequently,26,2,3,92,2,2021020200447  Other HDFC0000052,2,4,3,Yes,13,4,India,16,3,1,1,1,0,0,0,3
E1001460,35,Male,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,2,3,3,44,2,2021020200363  Other 044525974,3,2,2,No,18,2,India,15,2,4,7,7,6,4,0,3
E1001462,34,Male,Medical,Single,Research & Development,Healthcare Representative,Travel_Frequently,1,3,4,97,2,2021020200388  Other,2,1,0,No,20,3,India,14,3,3,13,9,4,9,0,4
E1001463,35,Male,Other,Married,Research & Development,Laboratory Technician,Travel_Frequently,4,4,4,47,2,2021020200364  Other 00062,1,4,1,No,13,2,India,2,2,4,2,2,2,2,0,3
E1001466,43,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,9,3,1,85,1,2021020200452  Other 265,2,NULL,8,No,13,2,India,7,2,2,4,3,1,3,1,2
E1001468,32,Female,Life Sciences,Divorced,Sales,Sales Representative,Non-Travel,2,1,3,76,3,2021020200354  Other,1,NULL,1,No,12,3,India,1,3,3,1,0,0,0,0,3
E1001469,56,Female,Technical Degree,Divorced,Research & Development,Manager,Travel_Rarely,4,4,4,92,3,2021020200451  Other 900084,5,NULL,4,No,13,4,India,28,2,3,5,2,4,2,0,3
E1001470,29,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,6,1,2,54,3,2021020200453  Other 14650130,1,NULL,1,No,13,1,India,10,5,3,10,8,0,8,0,3
E1001471,19,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,9,2,3,54,3,2021020200450  Other UTIB0SBMCB1,1,NULL,1,No,25,3,India,1,4,3,1,1,0,0,0,4
E1001473,45,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,7,3,1,83,3,2021020200449  Other 207898,1,NULL,4,Yes,19,3,India,7,2,2,3,2,0,2,0,3
E1001474,37,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,1,3,4,56,2,2021020200458  Other 151,2,NULL,1,No,13,2,India,14,2,2,14,8,3,11,0,3
E1001478,44,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,10,4,3,96,3,2021020200457  Other 004002,1,NULL,1,Yes,11,3,India,6,4,3,6,4,0,2,1,3
E1001479,53,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,7,2,4,50,3,2021020200353  Other,5,3,3,No,18,2,India,26,6,3,7,7,4,7,0,3
E1001481,22,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,3,4,3,48,2,2021020200456  Other 044525092,1,4,0,Yes,11,2,India,1,5,3,0,0,0,0,1,3
E1001482,46,Female,Marketing,Married,Sales,Manager,Travel_Rarely,2,3,3,69,3,2021020200455  Other 32500,4,1,8,No,23,1,India,28,2,3,26,15,15,9,0,4
E1001484,44,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,17,3,4,74,1,2021020200454  Other 0760114400,1,3,2,No,13,4,India,6,3,3,0,0,0,0,0,3
E1001485,33,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2,3,2,99,3,2021020200459  Other 00109999,1,3,1,No,13,4,India,5,2,3,5,4,1,4,0,2
E1001489,30,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,29,4,3,61,3,2021020200460  Other 19,2,1,8,No,19,3,India,8,3,3,4,3,0,3,0,3
E1001490,40,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,2,4,2,62,3,2021020200352  Other 01820761,2,2,5,No,12,4,India,5,2,3,0,0,0,0,0,3
E1001493,50,Female,Medical,Married,Research & Development,Manager R&D,Travel_Frequently,2,3,4,30,3,"2021020200423  Other phone 57301240
8088 NIT 53123704",4,1,2,No,22,3,India,32,3,3,2,2,2,2,0,4
E1001495,46,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,15,2,4,52,3,2021020200361  Other 00064,5,2,5,No,11,1,India,25,2,3,4,2,0,3,0,3
